Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,Instance_Size,Total_Network_Traffic (MB/s)
28fe2731-7083-4dd0-97aa-e535ecd8842f,srv-api02,gAAAAABptDwz0CFYHBIxRqPvKfM9LxePqGwJ1KDHqM_CwpPbZiFWeq-Vg9YYjjQwoGYSBgFDxIURLl3bn20FiLQNOmeOf2NsgA==,CentOS 8,"Berlin, Germany",12.99,58.45,27.97,72.81,122.67,19.96,4.04,gAAAAABptDwzmDIm22E_VZcvG6Z29_AuSHTLP1A3sC8JM1oRHoQ2skvHNN9lVUTEUPulfOkNtkUK7lCfA5Y6qdiStdi2R8sRXA==,gAAAAABptDwzllnTuXtXLAv_PQQhWKROLSrcQ7LaiWG1g15WnhdggZhW53UvmfA85PGVAIc9ZTa0ttwEzEH_6iRYhO4ciIL9ROlJWKGCdXM8ePuX4Df4KRg=,gAAAAABptDwzKBaiVRzSgteKDZCBiaFnCFT4mZfz5mCApaFEpI2ey9qDyOxGK-f-IVibDe--MYoUm9YjwqUzE31qxs2pqfghiQ==,2025-02-18 03:53:00,Medium,195.48000000000002
c2596d33-afee-434c-ac03-a277135eabdd,srv-api03,gAAAAABptDwzASFr6RFuDsMDDojM1GfYHqkrK_RR-iVMuniOdrlpYOPaDsBEDxi8Htqu6Buf7ZIDDAz6Sr-B1VWjdgHnTY1c7Q==,Windows Server 2019,"London, UK",41.71,59.25,36.54,22.89,86.55,22.89,1.11,gAAAAABptDwzAtXahBJrIrkhusky4vXK6UdlUSsHIrrnNzIR2GdQUC-his5TQQTHvzxzjl6NbBJ3obaddr-_tFdIUNC9p5an3g==,gAAAAABptDwz8Jqnr2A7P10Tnw_rtmPuPXlb9kEhg-5g0YI2ZI9FeVsKh5UFOkCy9aE5FWgVcakFBHtEvalA-dwMH__HsE57ZwhQLQkc6z5shboh8bc3K4I=,gAAAAABptDwzDYIYKKF2AdewICaUw1dK4roz1EHvL4NhDsQo36SZWcsYbafmbuSFUqR41HMR3pn-O-mRg5EON_nLe_bKJK4s9g==,2025-02-14 14:24:00,Medium,109.44
c137b910-3675-4dbd-9353-3ba607e98cb0,srv-backup01,gAAAAABptDwzQdkhVoI_KAdMy3xs79HV6iY4wF1iaW1zcWn_t6nMlgbUILqDjWMoabnXm_wgmii_Vy6bGCnhNaAsMCQSM29u9Q==,Windows Server 2019,"Sydney, Australia",55.22,68.63,10.85,28.02,11.73,20.64,3.36,gAAAAABptDwzY7QJSbPr52e2IGCKxmeFC4UfGsce8l9FebQFzW6L2omduRWm2nUD76kR93lVaVEGeyav54NR3mD28X5-zEW6cg==,gAAAAABptDwzfJ8BQTMz3_S7vT_CBt5cKbUgMppmdUeBCJ1efK2IJDfzWFr_CLHlV4JzEFgSkxJAWlxShls6vek2aUmaT0u9zd29WoYDeGGBuqCpzoRfb-M=,gAAAAABptDwzUcVM7IbrpTbMk23aDnYjYf0KjZ1Pvo2Gfi5koLF_Scf5XVgskwOQPZmSwhsSug1m0dynIH3fOCaYQfBCFbVFgA==,2025-01-15 21:24:00,Medium,39.75
b2607e67-2bd4-4a90-a786-212775f24f61,srv-analytics02,gAAAAABptDwzsnnbH9lUa6jRFeqsejdauiRGEvyJXUo9lWZ0QZhi8HmWyvLRIkWhhuvxrWCH9n8DCe2aHLREsvqa8DoZSY5DEA==,Ubuntu 20.04,"New York, USA",86.03,27.24,90.44,112.72,90.19,21.86,2.14,gAAAAABptDwzHtKspJo8EnWosJ6c0Kdelk_JG3OcwtgtzXpeov2W-4vgM5WFmMD1yO_LLExNBqXTC_GFwturBWZ9q8XwppVxag==,gAAAAABptDwzVXyKrsTfm0AogYk9CLBQZhQWNGF-lWK8pLj5qg0Blq5RBdRoQEkrZAfv0nSniPVJ055T7eV9LsiyCF2wvcM4ZsI3qvzsnjS_Py7uS-x3ess=,gAAAAABptDwzWR-Dior9uYjxKVNU91C35Vby7zHUTbiN-HXKqtxKYIrUhAIakUhdmVjtP-fcxD21Qy3SbsTSNI_lDG7mJWRn3A==,2025-01-25 21:29:00,Small,202.91
08ac5795-9603-4848-9fc0-f20307b026aa,srv-cache03,gAAAAABptDwzKXtE27_YKt7l6msiPGizlQde-BD1oYeeImzLjih2LC-9bXGb0jJSKx-Hh8l0ozHKOh7ZiDqMvN-JPz6R9RbJNQ==,Ubuntu 20.04,"London, UK",17.66,79.55,13.41,67.99,71.75,18.49,5.51,gAAAAABptDwzHL3yHv3ui7Xzu60b1zdbKbZ7yB65SjUvoQSnmlBSppkQN7Pu88qoD-vMnEdh5j3-bCb6K0giBQ_RTvpXeb-qPQ==,gAAAAABptDwzQG84TJ3Ieb7ShClfcfiB4pTUvukvgdIK1NurUdiFkKbUYSWDlin4cwBRkJXCBkmMBpxFH4aGtzAw-iHVTj6Cqtqk6PK5YNBPZh2wBnVQKKk=,gAAAAABptDwzbrASBxlI2cD1VN-NlH1NnEPGmciueToPwc0UU7Bkn91u5TTXs5TsUn6PKTbKGsQdGrw_Eyo5jPafGiYu1tvCQA==,2025-07-02 18:43:00,Large,139.74
352c6356-d76e-47d3-bb86-ed94aa70f82f,srv-web02,gAAAAABptDwzkUh1Ttydnn2caphzbcKNu8GOGMZsmM4TWGO6EcfTQDUT7XZqFkZMerjlW0T5i8J0auWt3gNeLRW8YjY4o4SiQw==,Windows Server 2019,"Sydney, Australia",29.51,76.82,30.39,83.17,21.74,21.79,2.21,gAAAAABptDwzC53UFEmNO_DfUb-3Jsqg2_TdVyIJLye_72qPJ38tju3MjtK-7WSpg8YH73UYkDBM3XUf6fEa8vEJ42NaNa8GFQ==,gAAAAABptDwzlej6ZSLh1vSKNC708v00MR9Gz12UK-dxOit-c0_bDVD9SPxlT4IfAC9v71xweHV53K_6ntv5OTyPIXU0PFS7qiJKqUX_kyopTkd0pTipfRI=,gAAAAABptDwzQxPz9EHr9uBE9ClAdAN3lGSd1OuntYMlVoIcTmUiWTuNp5fFJtWy9H6Odso3wVZNYrByubplakfq2MdcbVXAUg==,2025-10-02 15:01:00,Large,104.91
9013d12f-a90e-492c-87c5-5a5811887394,srv-analytics02,gAAAAABptDwzzT6L5Rs0BiaF7h8qT7SyQhj0a2YrZWpHQVxFMYBGrXQDrVi5dhNx8lCkdAA2KxSVkj0qkjS6sDGWCHCK0rllyg==,CentOS 8,"London, UK",43.74,73.84,20.42,25.4,15.76,19.42,4.58,gAAAAABptDwzzUbmlrIz9VAx0eozB7pgQi1-DgxhR4hcrZbqPIIHKgzpbmHTtNxtyM9PjFMOfO73KXCiWoQwfZ3eDYFaw-rmxQ==,gAAAAABptDwzxTB5KOnpM2aDpiIFy2KRZNr5Y7Wn17Cw8mulx7I4DUj05orh94hVkuxwJZnM5Px7K1nebJQRN-AM4fDLZFaoLtgO2FbZJC0QBKK8XKOkFQo=,gAAAAABptDwzTp6nT3GN_zR0WlhAq2iEE42y8kam7Hbh1YxNA2uvzW3xmVvJUkA1Lq1CpHHLE2431qg-kqq9PEeytXUL7MIGtg==,2025-01-24 06:22:00,Large,41.16
513d5310-3933-456b-a835-221f2df6c1fe,srv-analytics03,gAAAAABptDwzJsvm2em-mFttVLjFciWItvJd9XKf4s0F2yrysInT2pjWKOZBpN4POs9Ow6kmMUnfWnsONbg6ITOp-MatfSwKpA==,CentOS 8,"Sydney, Australia",51.65,30.42,16.69,68.42,23.09,18.21,5.79,gAAAAABptDwzYxxCYfIP-kh-qfAif3CATM7ODZvcoEbdfzdtRlfEAMeGorFe3Db1rDSoKImez2jB2cbSHN47mcmw_CioTnN48eh0r9kU8-AXK_e-L630HJY=,gAAAAABptDwz7nSgquMyTbPD3n9QjsF8-yQ0byLaNOdp178GmUBqFBjKZZn794qPm7Rwu3gFDbEehOs67x3wyr5wAQpIryhFVynRiMswf4b2Y9p_HHV7aF0=,gAAAAABptDwzKJ9rcSWDdhFFP-GyceSnfqESAbwZeGh20DIAra41k0BN2ltoh1oykvGRKHNKkpQ6Zwso3S3B-sWaYyAUu4tYjw==,2025-01-17 22:38:00,Medium,91.51
e9ad7958-83df-47d8-b536-94bf53df2d92,srv-cache02,gAAAAABptDwzESwtCpxAZ9o-RvjMJIsI3gaKTjxKhES7DSq0yCRrW4DoeCLngbPyVbjYRHsevnuR1sh2yjsl8y7LKTTbjj_hEQ==,CentOS 8,"New York, USA",23.91,91.49,31.45,121.68,84.93,19.66,4.34,gAAAAABptDwzneTt1wAVGYsBhwajcMao_lSUl2M_n7SsrdeZkquDS7q2C6hddYtlUONQSZ4g-UQITEIjxXqniz9j2WfH2yGjqF4vCfEQlo7f3TxHeCbtecI=,gAAAAABptDwzl-8FWVm8bP_GXcA5uyPvEgX1hZTHynY3R6BYLkGGTwbCjUF48vKWA1uxTWwsAAqY_FKQN2zNgcoeoaET6C9WewSU8Gzn6oWeY2oKSKjwqBk=,gAAAAABptDwzK7-RWhiqGrrHcXezrUt-g3alICWk_Jf-tDHG7CQMR3NO849ZxKgmOGy1rcj1xqXlvyLOJlUL2ygwaeyfh_riEw==,2025-06-02 00:58:00,Large,206.61
3145367a-2b21-41fc-8eef-1d92088de8a4,srv-api02,gAAAAABptDwzIII3Ef2rZkrvAgR0Em3n5BzZ7UJqQG7RAMFCFHzXVv-wTwJR2Aj92OhPSddaLRGCqR9qUvRBlADptpLqHVlvaQ==,Windows Server 2019,"London, UK",88.99,42.49,91.11,132.52,35.24,20.57,3.43,gAAAAABptDwzQxGDc6hoaCVdXCNkxgB-UADXWAbHBAQGDAh9Y8UmzSfO_i022ByCzwr8hjt8Qi_s5i6C6xBUW2oZfym_KZzteA==,gAAAAABptDwz_Ir3LIe58iEY8-CdUtIRN0kCU8XagzWr0q88In9Iqmxj1ZnRosQmUBQf2fOowKwTsI87PBR_F9_PR8JqFYIn282JKae-z4quA6wmZrHMrjA=,gAAAAABptDwzRnEBWbF12HND9PdM_x2qJFLTCg1oEfDN0YrviTM50AuGWkBnWMlb68ZrGrDlS_Ww77kQ1FH8VNooR6Ae4ufkdQ==,2025-07-02 05:21:00,Medium,167.76000000000002
4d55bfc7-c27e-42d9-b271-c49770de3164,srv-cache03,gAAAAABptDwzF_OMaXbTQ87lhJEy0otXkdoaNlx3H6k4RI52uE1BCpYkDNrRfVBThRXdNKfBm61i0N5BfydXPxNCIVy-mc7Uyw==,Windows Server 2022,"New York, USA",38.03,68.66,45.14,31.47,92.3,21.36,2.64,gAAAAABptDwzaLnVKlMkpdzE0HMZgTpQ3AiHu2SiyspMFuJmZKcSBMFArANPC2usAzciB1-UyQGAGatmT5b_Veea7d25zoTzZQ==,gAAAAABptDwz09KkCX5jzuLuFGBRPykDBnf3lurM1hf_Uh2NYxHsYPIpKi3LaSUyOn0ZA1k42IxIpeVb45YnF0SvEEyhL3yskfCeXUh3PWfJtY4JxbYswto=,gAAAAABptDwzO_ZJV7Ulbje9eSu87xFFNCBLkyBVXH1v6YiiXSyZGlRC7WRK3hT7468iCKdj8m4FvcFFyaWaDYZY54mgPcMqNA==,2025-08-03 10:54:00,Medium,123.77
a23db8da-5330-4089-9a05-4ac1390954b7,srv-database03,gAAAAABptDwzmfe8SlNgX7x2ImuazZQcjlPlhyZpTSvkncEuU37FsPMT92fQ7miR5qjk52vLlaXIIDWw3FJzAmtNfM6nx67hUQ==,Red Hat Enterprise Linux,"London, UK",34.04,91.66,33.55,43.35,91.64,19.1,4.9,gAAAAABptDwzNiKKgE6TWTALCZsCnCOasscK4muTT1d57l6sRu1qWQPNlSGK5BcHeWEbxI9a-GyF-HKGVwILXR7lv-inlsD6YP4slhSRf3yXBBdksmY3AhI=,gAAAAABptDwzbaLFUytDm9RNHHe47mJ2Ridj2WyHaKo0Am3fXlMFWBnXSkQVRbBvx_zaFxRwDNcLrriDy7ozum8Iblw--to7l7a_mhhwycreTe6v6-kOpR8=,gAAAAABptDwzfrNvnpQsgUCSSsqvRIF-gvgUgLDSaMj03cry86v52AfG4LMuy_yM6e6zFVLO2XGfN6yVgDv9F3L3FvaPWOAW0g==,2025-02-14 11:12:00,Large,134.99
08da88a1-335a-49bb-8722-34fad4ea1661,srv-analytics01,gAAAAABptDwzzKHgy4GK7vxGDcRIOqNN7KgoPGYxLTys6GZIrCM3tdbhJiFQBZnimo-YxBUjWR4OXk3Mpouni0cGuwe1lbL9Rw==,Ubuntu 20.04,"Tokyo, Japan",82.13,39.08,84.13,119.23,118.19,22.66,1.34,gAAAAABptDwzUGEtFkssuO73LlaAzaTC1fSwRu1Wt1fR_JbtH3B7Rkj9jqVssLwJ5SWFuyzMsuJZ1W1eRP77dJjk_QL2L1Xipg==,gAAAAABptDwzsJ8z7UQV399cuIUmznHuEdPwWfIv7i5I0cVzeCbB0NxnoTgv3DACNyn74kqxdOGBGjZ6iZTLE-DeYfz3jc7mGUmL--jgFyvJvT1EjO4vJbs=,gAAAAABptDwzdFtmv10bg3KVkEAHXX4kHGguoWVUvhwKkiaxg52YGmvzEfCJoZxAUfoRGoVU8LY0IiCNtmraSoU8Vhew7sHwvw==,2025-01-19 18:58:00,Medium,237.42000000000002
d7db56e6-7774-469d-8f7c-c3abe49869bc,srv-database02,gAAAAABptDwz7oySQ4bq3H_QjnFpSemMpusf9-j64sp0HZVzkRWisr3GMNaGM1L9wpbPxhAVhUsmvkhEtLw7yscpKgP3-5kN2w==,Ubuntu 20.04,"Tokyo, Japan",95.86,84.95,88.47,10.45,143.23,18.61,5.39,gAAAAABptDwzw9_AkyFjBdKSnU6GE5t7ZpY-KcmJEgjGs1Ilk5TJQJakf1M7X0fW1azrG5sE2sOnKSXvQ4WBf6A6sx-IcWDQhA==,gAAAAABptDwz2Xz33COtKDeBmfip0GcZdKztD8H9O5h5HYIRsI7HoYGY2htHJEaTREIIQKynktkK9E4K6mgabHXUafGShr9yD8tVBNGvTHgog-WzBZ_wJ-E=,gAAAAABptDwzoi54NdQPo7sAThi8VLUCg_vNtkNak2Sotakqau3oaEMErF2lw9ahKyxqitS1Y-yz4ialSNGb4L08ALqGR9_7zw==,2025-06-02 21:54:00,Large,153.67999999999998
fdc77db4-cab0-484a-90ed-988aa059d0f8,srv-backup03,gAAAAABptDwzjD1Q4RK5O55S1rBwve6lDRM0YJIp2j28XuZwyncxG6dThXJrcVM3nQM9zgHZeAgLOoRtEX_pe3nVZF27oezEBQ==,Windows Server 2019,"New York, USA",65.54,49.61,18.96,17.75,117.58,18.96,5.04,gAAAAABptDwzKQ1jL_7CYzSCgLlhY8ACHXiG-QqQ0tN0CjOKdeOZ87XN6rEk6srn6N4bcljEmkxNYgJm48YGaXU3R95RBTQ7Ig==,gAAAAABptDwzmXv903CIkkbIfM9fekOVv19GdgdcUVdmxsGcVbs0BNq9BhQZz-RrSPrhZBGviSfsnMWYDBekeBhGPgByKvQHA38XV-DBTxd5NA5r4I6ik2A=,gAAAAABptDwzXq9W48A2t7-jTeYciszKvFWNRoEy-EG3uV2yLI3wvgbo5qd5VTQDSmNJgNs2F64Uzc2hOkgSGrvS4ISgG5n0LA==,2025-02-20 21:09:00,Medium,135.32999999999998
fc139a27-9e59-479b-b13e-61a6e991e656,srv-app02,gAAAAABptDwziOzqtX-ncONAJ3oXiTm6xBRBp-KIN9Meu2mXgAqDkFcgCUGgCscTRHx1S8FwNAfeeZwzDzouSuepK9YujXP0FA==,CentOS 8,"New York, USA",49.86,66.94,58.26,16.53,98.81,22.59,1.41,gAAAAABptDwzZkwjMnw3TtSAjQZ2R792m5q-tkbjGyjPzKl78pLagu8FdzGcn9lU7JvHFL0kLgvkeVPzmYkstNpb6PBfsz98Rw6DYvUuX5zwM9U_ULFC81A=,gAAAAABptDwzbNsWWikQVZuHqczZfcnTOqMA3Qw40mF1OIKpgnwwJWtGuAaHq79hsD19IzMSxkUmjvQZrtcmAZY9qroX5_UYHXW3k2wUNfR9UcW0ClhkGG4=,gAAAAABptDwzgIO7fwWgRxLwNHtxZ-LqVMlZOsCWHEOqscrxXGXUE1jt3wCBs04IfRksepsOa6J5jqggYmve4RyEPkJBZ1k9kQ==,2025-08-03 05:21:00,Medium,115.34
a17ab97c-13bc-4b4e-8118-1a36a0b4deb0,srv-analytics01,gAAAAABptDwz_ZPjcHNPe5D9evhpdqoM1owdsqVy4Cy5O721VxDgf47w8_y7IGnctTD4XVZxMgxezs65KPe4BK0uXUfz7bJiOA==,Windows Server 2019,"Berlin, Germany",75.58,46.4,11.81,28.35,73.01,22.84,1.16,gAAAAABptDwzkeJ42SinSGSBj5s3L0TXV4wmXiK0qTfle2Hz0albgajS-G7JOEXl8hF2_a0fH18CpKt7rpS9_h1_Y5FBFfSHpA==,gAAAAABptDwz5XgnBY4yGPYvxLRTqz5OBLALHhbkiQaKU1q35Lvfd7cXXS1L22dr7fwUVyjTXk-I1OaoGAFh0U-VY0AGfQyzFbo0OpIvOIkOCVhWXqlU7iQ=,gAAAAABptDwz8bgzlpNrf74lfrlWGSV8w0eV1RkP1juYHScl2HYirCgneEjvt_m1omPjKwKYoA-3SbJxovS6tguit_BGDqfY4A==,2025-02-15 10:13:00,Medium,101.36000000000001
